jar,date.cat,date,species,treatment,sump,sal,stock.ml,HCl.ml,NaOH.ml,Ca.ml,jar.wt,jar.muss.wt,jar.muss.h2o.wt,h2o.wt,wet.wt,origin,num.bys,tray.wt,tray.gut.wt,gut.wt,shell.wt,shell.length,shell.color,nbs.ph.0,ph.0,mv.0,spec.0,spec.t.0,ph.t.0,do.0,do.perc.0,do.t.0,ca.mv.0,ca.free.0,ca.meas.0,ca.sd.0,date.in,time.in,date.out,time.out,nbs.ph.1,ph.1,mv.1,spec.1,spec.t.1,ph.t.1,do.1,do.perc.1,do.t.1,ca.mv.1,ca.free.1,ca.meas.1,ca.sd.1,alk.0,alk.sd.0,alk.1,alk.sd.1,nh3.0,nh3.1,psi.0,psi.1,comments,light,first.sec,cluster,caldo.0,caldo.1,delox,delph,delta,delam,delt,delfreeca,corrdelta,start.time,end.time,duration,gut,h2o.kg,calph.0,calph.1,R,E,G,flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
43,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,D,33.27,0,0,0.255,0,395.25,453.65,1029.32,575.67,0,penn cove,0,NA,NA,NA,58.4,3.96,brown,8.4,NA,-107.8,8.357,25,12.4,NA,103.3,12.4,NA,NA,NA,NA,2024-03-26,13:43:00,2024-03-28,8:34:00,8.282,NA,-100.8,8.211,25,12.3,NA,85,12.2,NA,NA,NA,NA,2475.925,44.39923479,2535.945,2.722361108,0.0017,0.005025,0,0,,dark,first,55,279.5419795,230.9955975,-0.04854638193,-0.118,0.06002,0.003325,-0.2,NA,0.056695,2024-03-26 13:43:00,2024-03-28 8:34:00,42.85,NA,0.57567,8.344848389,8.223958298,0.01116777852,0.0007648945629,-0.00652115748,8,33.27,12.35,1,0,8.284403344,9.57E-06,232.9060289,233.7795506,232.9060289,233.7795506,232.9060289,233.7795515,0.00192407932,0.0002394084125,0.00217305535,0.002505935,3.671732696,5.766142391
44,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,A,33.31,0,0,0.278,0,402.93,452.63,989.2,536.57,0,penn cove,0,NA,NA,NA,49.7,2.72,black,8.368,NA,-106,8.327,25,12.6,NA,102.3,12.6,NA,NA,NA,NA,2024-03-26,13:32:00,2024-03-28,8:31:00,8.29,NA,-101.4,8.244,25,12.3,NA,92,12.3,NA,NA,NA,NA,2555.78,0.5656854249,2561.195,0.148492424,0.001933,0.00408,0,0,,dark,first,55,275.602111,249.4274577,-0.02617465335,-0.078,0.005415,0.002147,-0.3,NA,0.003268,2024-03-26 13:32:00,2024-03-28 8:31:00,42.98333333,NA,0.53657,8.313762366,8.234320306,0.006574320095,0.0005392646488,-0.0004104138035,8,33.31,12.45,1,0,8.274041336,9.94E-06,242.6752226,243.5843134,242.6752226,243.5843134,242.6752226,243.5843143,0.001975325816,0.0002408873607,0.002226150884,0.0025584875,3.694707164,5.80055086
45,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,B,33.21,0,0,0.3,0,393.77,438.77,983.35,544.58,0,penn cove,0,NA,NA,NA,45,2.49,black,8.393,NA,-107.4,8.359,25,12.6,NA,102.3,12.6,NA,NA,NA,NA,2024-03-26,12:20:00,2024-03-28,8:21:00,8.208,NA,-96.5,8.159,25,12.3,NA,87.6,12.3,NA,NA,NA,NA,2557.59,3.606244584,2565.425,0.4313351365,0.002464,0.002639,0,0,,dark,first,55,275.7739178,237.646696,-0.03812722175,-0.185,0.007835,0.000175,-0.3,NA,0.00766,2024-03-26 12:20:00,2024-03-28 8:21:00,44.01666667,NA,0.54458,8.337940384,8.149697241,0.01048255581,4.81E-05,-0.001053005882,8,33.21,12.45,1,0,8.243818813,1.11E-05,271.4596874,272.4769436,271.4596874,272.4769436,271.4596874,272.4769448,0.002004811236,0.0002300681385,0.002246009861,0.0025615075,3.53031337,5.543453275
46,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,C,33.29,0,0,0.323,0,395.22,449.62,993.28,543.66,0,penn cove,0,NA,NA,NA,54.4,3.09,black,8.451,NA,-110.8,8.403,25,12.6,NA,102.1,12.6,NA,NA,NA,NA,2024-03-26,12:13:00,2024-03-28,8:16:00,8.29,NA,-101.3,8.229,25,12.4,NA,88,12.3,NA,NA,NA,NA,2601.59,14.48154688,2609.745,2.991061684,0.001673,0.004045,0,0,,dark,first,55,275.0975851,238.6125892,-0.0364849959,-0.161,0.008155,0.002372,-0.3,NA,0.005783,2024-03-26 12:13:00,2024-03-28 8:16:00,44.05,NA,0.54366,8.396658429,8.232593304,0.008277455796,0.0005381424518,-0.0006560029086,8,33.29,12.5,1,0,8.314625867,9.18E-06,224.5759261,225.4167325,224.5759261,225.4167325,224.5759261,225.4167334,0.001965632657,0.000265342083,0.002240159482,0.0026056675,4.070610118,6.390315331
47,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,D,33.3,0,0,0.343,0,395.76,447.76,964.36,516.6,0,penn cove,0,NA,NA,NA,52,2.95,brown,8.491,NA,-113.2,8.462,25,12.5,NA,102.4,12.5,NA,NA,NA,NA,2024-03-26,12:05:00,2024-03-28,8:12:00,8.312,NA,-102.5,8.258,25,12.2,NA,84.6,12.2,NA,NA,NA,NA,2622.86,1.555634919,2618.85,2.998132752,0.0017,0.003985,0,0,,dark,first,55,276.4705209,229.8654547,-0.04660506621,-0.179,-0.00401,0.002285,-0.3,NA,-0.006295,2024-03-26 12:05:00,2024-03-28 8:12:00,44.11666667,NA,0.5166,8.43810646,8.25331732,0.01049497713,0.0005145582808,0.0007087843277,8,33.3,12.35,1,0,8.34571189,8.55E-06,207.972286,208.7525799,207.972286,208.7525799,207.972286,208.7525806,0.001943755558,0.0002810161396,0.002233321872,0.002620855,4.309530248,6.767069582
48,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,A,33.28,0,0,0.365,0,397.43,450.13,997.9,547.77,0,penn cove,0,NA,NA,NA,52.7,2.97,black,8.484,NA,-112.9,8.461,25,12.6,NA,102.4,12.6,NA,NA,NA,NA,2024-03-26,11:54:00,2024-03-28,8:06:00,8.315,NA,-102.7,8.248,25,12.4,NA,83.3,12.3,NA,NA,NA,NA,2652.745,5.423509012,2658.835,7.233702372,0.001933,0.005049,0,0,,dark,first,55,275.923098,225.8826149,-0.05004048301,-0.169,0.00609,0.003116,-0.3,NA,0.002974,2024-03-26 11:54:00,2024-03-28 8:06:00,44.2,NA,0.54777,8.432925456,8.256771323,0.01176757166,0.000732761778,-0.0003496844557,8,33.28,12.5,1,0,8.344848389,8.63E-06,210.8857201,211.6752785,210.8857201,211.6752785,210.8857201,211.6752792,0.0019700541,0.0002853089106,0.002263988837,0.00265579,4.377107751,6.87160693
49,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,D,33.25,0,0,0.39,0,396.97,449.57,997.87,548.3,0,penn cove,0,NA,NA,NA,52.6,2.86,black,8.53,NA,-115.5,8.516,25,12.5,NA,102.3,12.5,NA,NA,NA,NA,2024-03-26,11:35:00,2024-03-28,8:01:00,8.417,NA,-108.8,8.372,25,12.3,NA,88,12.3,NA,NA,NA,NA,2671.155,3.033488091,2669.02,2.291025971,0.0017,0.003389,0,0,,dark,first,55,276.2866695,238.6722075,-0.03761446197,-0.113,-0.002135,0.001689,-0.2,NA,-0.003824,2024-03-26 11:35:00,2024-03-28 8:01:00,44.43333333,NA,0.5483,8.47782749,8.362118403,0.00882426336,0.0003962353849,0.0004485506548,8,33.25,12.4,1,0,8.419972946,6.88E-06,167.6497644,168.2781536,167.6497644,168.2781536,167.6497644,168.2781541,0.001895222128,0.0003228296499,0.002224930332,0.0026700875,4.952156902,7.776438035
51,mar.2024.cluster,2024-03-26,mytilus_californianus,shell.californianus,C,33.31,0,0,0.452,0,402.09,419.83,975.49,555.66,0,penn cove,0,NA,NA,NA,17.74,69.7,black,8.55,NA,-116.7,8.542,25,12.5,NA,102.4,12.5,NA,NA,NA,NA,2024-03-26,11:17:00,2024-03-28,7:48:00,8.45,NA,-110.7,8.404,25,12.3,NA,98.5,12.2,NA,NA,NA,NA,2723.715,13.17339933,2700.435,11.03793685,0.001673,0.002766,0,0,,dark,first,55,276.4532795,267.6162198,-0.008837059646,-0.1,-0.02328,0.001093,-0.3,NA,-0.024373,2024-03-26 11:17:00,2024-03-28 7:48:00,44.51666667,NA,0.55566,8.498551506,8.394931427,0.006217856112,0.0007690472852,0.008574560605,8,33.31,12.4,1,0,8.446741467,6.43E-06,156.7798072,157.3674303,156.7798072,157.3674303,156.7798072,157.3674307,0.001891137836,0.0003429482165,0.00224051602,0.002712075,5.259481531,8.258020325
52,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,A,33.22,0,0,0.482,0,394.79,449.49,999.38,549.89,0,penn cove,0,NA,NA,NA,54.7,3.49,black,8.603,NA,-119.7,8.591,25,12.6,NA,102.3,12.6,NA,NA,NA,NA,2024-03-26,11:04:00,2024-03-28,7:42:00,8.422,NA,-109,8.378,25,12.1,NA,78,12.1,NA,NA,NA,NA,2768.985,9.029753596,2768.54,10.74802307,0.001933,0.001836,0,0,,dark,first,55,275.7567323,212.4891131,-0.06326761923,-0.181,-0.000445,-9.70E-05,-0.5,NA,-0.000348,2024-03-26 11:04:00,2024-03-28 7:42:00,44.63333333,NA,0.54989,8.550361545,8.365572405,0.01424986223,-2.18E-05,3.92E-05,8,33.22,12.35,1,0,8.457966975,6.54E-06,158.7832803,159.3792112,158.7832803,159.3792112,158.7832803,159.3792116,0.001916631015,0.0003573666985,0.002280534775,0.0027687625,5.482378217,8.609923184
53,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,B,33.24,0,0,0.512,0,396.75,456.25,987.91,531.66,0,penn cove,0,NA,NA,NA,59.5,4.5,black,8.649,NA,-122.5,8.628,25,12.6,NA,102.7,12.6,NA,NA,NA,NA,2024-03-26,10:55:00,2024-03-28,7:35:00,8.517,NA,-114.6,8.472,25,12.4,NA,84.1,12.4,NA,NA,NA,NA,2807.14,1.58391919,2799,8.541849917,0.002464,0.004894,0,0,,dark,first,55,276.8004578,227.6271305,-0.04917332731,-0.132,-0.00814,0.00243,-0.2,NA,-0.01057,2024-03-26 10:55:00,2024-03-28 7:35:00,44.66666667,NA,0.53166,8.598717582,8.462284479,0.009837009105,0.0004861158159,0.001057251888,8,33.24,12.5,1,0,8.53050103,5.20E-06,127.0141785,127.4896462,127.0141785,127.4896462,127.0141785,127.4896464,0.001838522165,0.0004055311478,0.002249249013,0.00280307,6.22246383,9.769520152
54,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,C,33.21,0,0,0.542,0,394.37,447.07,993.73,546.66,0,penn cove,0,NA,NA,NA,52.7,3.17,black,8.662,NA,-123.2,8.641,25,12.5,NA,102.6,12.5,NA,NA,NA,NA,2024-03-26,10:46:00,2024-03-28,7:29:00,8.503,NA,-113.8,8.47,25,12.2,NA,84.8,12.1,NA,NA,NA,NA,2816.305,8.20950973,2698.48,134.8876896,0.001673,0.002211,0,0,,dark,first,55,277.1660273,231.0282546,-0.04613777263,-0.159,-0.117825,0.000538,-0.4,NA,-0.118363,2024-03-26 10:46:00,2024-03-28 7:29:00,44.71666667,NA,0.54666,8.610806591,8.448468468,0.01070271311,0.0001248014224,0.01372850442,8,33.21,12.35,1,0,8.52963753,5.17E-06,125.6633386,126.1347375,125.6633386,126.1347375,125.6633386,126.1347377,0.001808761576,0.0003979147865,0.002211844411,0.0027573925,6.104427564,9.58734863
55,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,D,33.25,0,0,0.575,0,396.1,455,1003.57,548.57,0,penn cove,0,NA,NA,NA,58.9,3.71,black,8.733,NA,-127.2,8.719,25,12.3,NA,102.5,12.3,NA,NA,NA,NA,2024-03-26,10:37:00,2024-03-28,7:24:00,8.618,NA,-120.5,8.578,25,12.4,NA,85.8,12.3,NA,NA,NA,NA,2867.295,0.04949747468,2855.55,0.6929646456,0.0017,0.003607,0,0,,dark,first,55,277.9988781,232.7054023,-0.04529347575,-0.115,-0.011745,0.001907,0,NA,-0.013652,2024-03-26 10:37:00,2024-03-28 7:24:00,44.78333333,NA,0.54857,8.679886644,8.564177556,0.009419676575,0.000396598471,0.001419602078,8,33.25,12.35,1,0,8.6220321,3.98E-06,97.0114506,97.37515439,97.0114506,97.37515439,97.0114506,97.37515454,0.001744450419,0.0004714043544,0.002219838095,0.0028614225,7.230223182,11.35511255
56,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,A,33.29,0,0,0.6,0,402.08,457.78,1038.4,580.62,0,penn cove,0,NA,NA,NA,55.7,4.17,black,8.737,NA,-127.6,8.716,25,12.5,NA,102.3,12.5,NA,NA,NA,NA,2024-03-26,10:29:00,2024-03-28,7:17:00,8.602,NA,-119.6,8.564,25,12.2,NA,80,12.2,NA,NA,NA,NA,2912.51,0.3252691193,2908.91,0.02828427125,0.001933,0.002067,0,0,,dark,first,55,276.2177559,217.3804464,-0.05883730951,-0.135,-0.0036,0.000134,-0.3,NA,-0.003734,2024-03-26 10:29:00,2024-03-28 7:17:00,44.8,NA,0.58062,8.686794649,8.548634544,0.01369025657,3.12E-05,0.0004344132871,8,33.29,12.35,1,0,8.617714596,4.14E-06,100.7586976,101.1366556,100.7586976,101.1366556,100.7586976,101.1366558,0.001781842975,0.0004776772268,0.002263661985,0.00291071,7.325580279,11.50348039
57,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,B,33.25,0,0,0.625,0,393.42,445.02,1009.72,564.7,0,penn cove,0,NA,NA,NA,51.6,3.26,black,8.758,NA,-129,8.736,25,12.5,NA,102.5,12.5,NA,NA,NA,NA,2024-03-26,10:24:00,2024-03-28,7:12:00,8.653,NA,-122.6,8.616,25,12.3,NA,101.2,12.3,NA,NA,NA,NA,2926.15,1.781909089,2899.05,33.84213055,0.002464,0.002041,0,0,,dark,first,55,276.8268194,274.4730387,-0.002353780728,-0.105,-0.0271,-0.000423,-0.2,NA,-0.026677,2024-03-26 10:24:00,2024-03-28 7:12:00,44.8,NA,0.5647,8.710972667,8.600444583,0.000574984417,-0.0001033309541,0.003258344992,8,33.25,12.4,1,0,8.655708625,3.63E-06,88.54860556,88.88047748,88.54860556,88.88047748,88.54860556,88.88047761,0.001722283523,0.0005039432202,0.002229859868,0.0029126,7.73038468,12.13916143
58,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,C,33.19,0,0,0.64,0,398.43,453.03,1043.93,590.9,0,penn cove,0,NA,NA,NA,54.6,3.23,black,8.766,NA,-129.2,8.795,25,12.3,NA,102.3,12.3,NA,NA,NA,NA,2024-03-26,10:15:00,2024-03-28,7:05:00,8.67,NA,-123.5,8.645,25,12.3,NA,101.2,12.3,NA,NA,NA,NA,2936.43,7.212489168,2934.445,3.203193719,0.001673,0.003945,0,0,,dark,first,55,277.5604332,274.5759124,-0.002984520787,-0.096,-0.001985,0.002272,0,NA,-0.004257,2024-03-26 10:15:00,2024-03-28 7:05:00,44.83333333,NA,0.5909,8.71442667,8.615987595,0.0007204352029,0.000548439397,0.0005137998488,8,33.19,12.3,1,0,8.665207132,3.56E-06,86.55239675,86.87713102,86.55239675,86.87713102,86.55239675,86.87713114,0.001725799783,0.0005128565778,0.002242218111,0.0029354375,7.867087617,12.35794794
59,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,D,33.24,0,0,0.645,0,441.3,495.6,1135.41,639.81,0,penn cove,0,NA,NA,NA,54.3,3.27,black,8.804,NA,-131.4,8.786,25,12.4,NA,102.6,12.4,NA,NA,NA,NA,2024-03-26,10:04:00,2024-03-28,6:58:00,8.723,NA,-126.7,8.7,25,12.5,NA,101.2,12.3,NA,NA,NA,NA,2943.14,0.2545584412,2916.765,34.28760782,0.0017,0.002883,0,0,,dark,first,55,277.699686,274.4901816,-0.003209504367,-0.081,-0.026375,0.001183,-0.1,NA,-0.027558,2024-03-26 10:04:00,2024-03-28 6:58:00,44.9,NA,0.63981,8.752420699,8.671251637,0.0008422534994,0.0003104485228,0.003615951138,8,33.24,12.45,1,0,8.711836168,3.02E-06,73.6857582,73.96165863,73.6857582,73.96165863,73.6857582,73.96165872,0.001640695743,0.0005465280614,0.002190240199,0.0029299525,8.384699894,13.16593592
1,mar.2024.cluster,2024-03-26,mytilus_californianus,shell.californianus,B,33.38,0,0.41,0,0,443.93,459.49,998.55,539.06,0,penn cove,0,NA,NA,NA,15.56,65.8,black,6.904,NA,-20.4,6.799,25,12.6,NA,102.4,12.6,NA,NA,NA,NA,2024-03-26,20:45:00,2024-03-28,16:38:00,7.235,NA,-39.1,7.151,25,12.3,NA,98.6,12.3,NA,NA,NA,NA,1839.655,1.590990258,2057.36,2.61629509,0.002464,0.003096,0,0,,dark,first,55,275.7511982,267.2043219,-0.008546876292,0.331,0.217705,0.000632,-0.3,NA,0.217073,2024-03-26 20:45:00,2024-03-28 16:38:00,43.88333333,NA,0.53906,6.835449245,7.15839849,0.006747382393,0.0004989361642,-0.08568478637,8,33.38,12.45,1,0,6.996923867,0.0001899752048,4650.37015,4667.869261,4650.37015,4667.869261,4650.37015,4667.869626,0.001914481379,1.34E-05,0.002117845849,0.0019485075,0.2052718888,0.3222664714
2,mar.2024.cluster,2024-03-26,mytilus_trossulus,shell.trossulus.painted,C,33.34,0,0.4,0,0,446.08,510.08,998.4,488.32,0,penn cove,0,NA,NA,NA,64,4.5,black,6.932,NA,-21.9,6.821,25,12.4,NA,102.1,12.4,NA,NA,NA,NA,2024-03-26,20:39:00,2024-03-28,16:31:00,7.11,NA,-32.1,6.951,25,12.5,NA,89.5,12.5,NA,NA,NA,NA,1853.465,0.6717514421,1936.415,1.322289681,0.001673,0.004788,0,0,,dark,first,55,276.1739591,241.5814429,-0.03459251618,0.178,0.08295,0.003115,0.1,NA,0.079835,2024-03-26 20:39:00,2024-03-28 16:31:00,43.86666667,NA,0.48832,6.861354264,7.037508398,0.006016889782,0.0005418111702,-0.006943097074,8,33.34,12.45,1,0,6.949431331,0.0002002695419,4892.642441,4911.065445,4892.642441,4911.065445,4892.642441,4911.065826,0.001866686548,1.10E-05,0.002077985925,0.00189494,0.1691533883,0.2655483717
101,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORB,32.14,0,0,0,0,444.97,449.5,1194.9,745.4,4.53,penn cove,0,0.76,0.76,0,4.26,64.2,,6.978,NA,-17.2,NA,NA,13.3,NA,100.5,13.2,NA,NA,NA,NA,2023-09-23,15:57:00,2023-09-23,18:41:00,7.038,NA,-20.6,NA,NA,13,NA,99.8,13,NA,NA,NA,NA,2141.077593,0.4595363118,2168.939088,0.08726476467,0.0008699546667,0.000932828,0,0,,dark,first,53,269.3210488,268.5662525,-0.0007547962909,0.06,0.027861495,6.29E-05,-0.2,NA,0.02779862167,2023-09-23 15:57:00,2023-09-23 18:41:00,2.733333333,1,0.7454,6.780185203,6.838903247,0.04831889001,0.004024886864,-0.889775532,8,32.14,13.15,1,0,6.809544225,0.0003091881654,7674.199095,7702.913722,7674.199095,7702.913722,7674.199095,7702.914619,0.002132990249,8.92E-06,0.002451093568,0.002155008341,0.1375820475,0.2162798363
104,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORA,32.26,0,0,0,0,443.98,448.23,1310.43,862.2,4.25,penn cove,0,0.8,0.8,0,4.13,59.2,,7.058,NA,-22.1,NA,NA,13.2,NA,100.8,13.2,NA,NA,NA,NA,2023-09-23,16:10:00,2023-09-23,18:53:00,7.016,NA,-20,NA,NA,13,NA,100,12.9,NA,NA,NA,NA,2182.606157,2.141654377,2192.716672,1.691206465,0.000781932,0.000932828,0,0,,dark,first,53,269.9239408,269.4682258,-0.0004557150032,-0.042,0.010110515,0.000150896,-0.3,NA,0.009959619,2023-09-23 16:10:00,2023-09-23 18:53:00,2.716666667,1,0.8622,6.864808267,6.828541239,0.03501990307,0.01159576326,-0.3826787461,8,32.26,13.1,1,0,6.846674753,0.0002877490238,7132.69286,7159.38694,7132.69286,7159.38694,7132.69286,7159.387714,0.002163362441,9.85E-06,0.002460957017,0.002187661415,0.1518598778,0.2386724759
110,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORA,32.3,0,0,0,0,442.7,445.96,1285.37,839.41,3.26,penn cove,0,0.86,0.86,0,3.09,57.4,,7.412,NA,-41.6,NA,NA,13.1,NA,100.2,13,NA,NA,NA,NA,2023-09-23,16:37:00,2023-09-23,20:40:00,7.433,NA,-42.7,NA,NA,12.4,NA,98.8,12.3,NA,NA,NA,NA,2295.803959,1.072654015,2303.966567,0.1030408345,0.000781932,0.000932828,0,0,,dark,first,53,269.3747234,269.558431,0.0001837075466,0.021,0.008162608,0.000150896,-0.7,NA,0.008011712,2023-09-23 16:37:00,2023-09-23 20:40:00,4.05,1,0.83941,7.201573522,7.220570537,-0.01232218241,0.01012134814,-0.2686927632,8,32.3,12.75,1,0,7.211072029,0.0001298139591,3184.233183,3196.15046,3184.233183,3196.15046,3184.233183,3196.150615,0.002242516931,2.33E-05,0.002395632772,0.002299885263,0.3590444984,0.5646370271
116,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORA,32.31,0,0,0,0,454.39,457.14,1260.9,803.76,2.75,penn cove,0,0.84,0.84,0,2.62,55.6,,7.978,NA,-73.1,NA,NA,13.1,NA,99.9,13.1,NA,NA,NA,NA,2023-09-23,17:08:00,2023-09-23,21:05:00,7.968,NA,-72.5,NA,NA,12.6,NA,98.9,12.6,NA,NA,NA,NA,2635.075233,4.319823742,2636.245224,3.043383441,0.000781932,0.000932828,0,0,,dark,first,53,267.9901462,268.1079486,0.000117802387,-0.01,0.001169991,0.000150896,-0.5,NA,0.001019095,2023-09-23 17:08:00,2023-09-23 21:05:00,3.95,1,0.80376,7.745578935,7.735216927,-0.009149178333,0.0117194095,-0.03957424858,8,32.31,12.85,1,0,7.740397931,4.15E-05,1020.177292,1023.981983,1020.177292,1023.981983,1020.177292,1023.981999,0.002429510524,8.58E-05,0.002556754124,0.002635660229,1.321938714,2.078409938
119,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORB,32.1,0,0,0,0,444.51,447.87,1243.89,796.02,3.36,penn cove,0,0.86,0.86,0,3.27,58.1,,8.218,NA,-86.4,NA,NA,13.1,NA,99.6,13,NA,NA,NA,NA,2023-09-23,17:30:00,2023-09-23,21:15:00,8.215,NA,-86.1,NA,NA,12.4,NA,98.1,12.4,NA,NA,NA,NA,2856.707346,3.366414226,2852.037176,1.029432589,0.0008699546667,0.000932828,0,0,,dark,first,53,268.0946705,267.415723,-0.000678947576,-0.003,-0.00467017,6.29E-05,-0.6,NA,-0.004733043333,2023-09-23 17:30:00,2023-09-23 21:15:00,3.75,1,0.79602,7.975270109,7.970089105,0.04407387152,0.00408142147,0.1536227178,8,32.1,12.75,1,0,7.972679607,2.51E-05,615.0679858,617.3637482,615.0679858,617.3637482,615.0679858,617.363754,0.0025005429,0.0001493584153,0.002675012405,0.002854372261,2.303085299,3.623536071
122,sept.2023.cluster,2023-09-23,mytilus_trossulus,shell.trossulus,ORA,32.42,0,0,0,0,455,458.67,1278.23,819.56,3.67,penn cove,0,0.95,0.95,0,3.58,58.1,,8.564,NA,-105.8,NA,NA,13.1,NA,99.7,13.1,NA,NA,NA,NA,2023-09-23,17:34:00,2023-09-23,21:22:00,8.554,NA,-105.2,NA,NA,12.6,NA,98.5,12.6,NA,NA,NA,NA,3374.429297,4.00919967,3371.064478,0.419415853,0.000781932,0.001008276,0,0,,dark,first,53,267.2710161,266.8406036,-0.0004304124983,-0.01,-0.003364819,0.000226344,-0.5,NA,-0.003591163,2023-09-23 17:34:00,2023-09-23 21:22:00,3.8,1,0.81956,8.310308363,8.299946355,0.02592979029,0.01363587832,0.1081730942,8,32.42,12.85,1,0,8.305127359,1.21E-05,296.6878357,297.7934454,296.6878357,297.7934454,296.6878357,297.7934468,0.002594425972,0.0003370893596,0.002943568183,0.003372746888,5.193053392,8.162634547
1,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.94,,,,,,,,,,,,,,,24.917,51.339,,7.40846,,,7.40846,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2288.790279,,2338.365961,,,,,,,,,,,,,,,,,,,,,52.03333333,,,,,,,-0.03823765925,8,33.89,10.2,1,0,7.74516,3.71E-05,844.7944953,848.0539401,844.7944953,848.0539401,844.7944953,848.0539516,0.002084633213,6.97E-05,0.002191359961,0.002258569778,1.061191271,1.671014671
2,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.94,,,,,,,,,,,,,,,24.117,54.348,,7.40482,,,7.40482,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2291.115036,,2354.367552,,,,,,,,,,,,,,,,,,,,,52.03333333,,,,,,,-0.05040491367,8,33.89,10.2,1,0,7.74334,3.74E-05,852.1584825,855.4463658,852.1584825,855.4463658,852.1584825,855.4463776,0.002094010953,6.97E-05,0.002201081502,0.002267855929,1.061507251,1.671512232
3,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.94,,,,,,,,,,,,,,,23.533,51.201,,7.40846,,,7.40846,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2293.641431,,2335.030945,,,,,,,,,,,,,,,,,,,,,52.03333333,,,,,,,-0.03380114225,8,33.89,10.2,1,0,7.74334,3.74E-05,853.3976793,856.6903482,853.3976793,856.6903482,853.3976793,856.69036,0.002097056034,6.98E-05,0.002204282284,0.002271103684,1.06305088,1.673942921
4,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.94,,,,,,,,,,,,,,,24.672,51.596,,7.40664,,,7.40664,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2290.743758,,2425.278971,,,,,,,,,,,,,,,,,,,,,52.18333194,,,,,,,-0.1044960346,8,33.89,10.2,1,0,7.73606,3.81E-05,868.0008815,871.3499471,868.0008815,871.3499471,868.0008815,871.3499593,0.002097484421,6.86E-05,0.002204205243,0.002268712267,1.045593224,1.646453061
5,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.89,,,,,,,,,,,,,,,20.647,44.006,,7.74516,,,7.74516,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2258.569778,,2277.446707,,,,,,,,,,,,,,,,,,,,,53.25,,,,,,,-0.01716938614,8,33.89,10.2,1,0,7.73242,3.86E-05,879.7827635,883.1773313,879.7827635,883.1773313,879.7827635,883.1773438,0.002108210765,6.84E-05,0.002215223647,0.002278727919,1.042168742,1.641060668
6,august.2022,2022-08-21,mytilus_californianus,shell.californianus.painted,,33.89,,,,,,,,,,,,,,,26.623,48.839,,7.74334,,,7.74334,10.2,,,,,,,,,2022-07-20,,2020-07-22,,,,,,,,,,,,,,,2267.855929,,2283.347101,,,,,,,,,,,,,,,,,,,,,53.23333333,,,,,,,-0.01093059022,8,33.89,10.2,1,0,7.73424,3.81E-05,868.2228134,871.5727361,868.2228134,871.5727361,868.2228134,871.5727482,0.00208924692,6.81E-05,0.002195421974,0.002259232992,1.037131409,1.633128586
